VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,6/14/2020,2,659936
Country A,KABUL,UK JREBRLYIVE JONSRLYRUJRLYION JOMPBNONG,850483950,Department G,PARK INDUSTRIAL MARKET,,,9/25/2015,1,504388
Country E,ADANA,BBSERLYHIKS BIMBASIM RLYEKNOMOJIMERI IRLYHBMBRLY IHRBJBRLY RLYBBHHURLY RLYIJBRERLY MIMIRLYED SIRKERLYI,565750650,Department G,"UISTRIESTRILI APARTMASTRII, ISTRIEMISTRI AT, STRIU:21",YESTRII BARAJ MAHALLESI,1150,12/10/2020,1,422942
Country E,GAINDIIANRSURYEP,BSBDB MOJBASRLYIK BKBRONGBKIRLY SBNBONGI VE RLYIJBRERLY BNONIM SIRKERLYI,505279101,Department G,STRIU:20,SASTRIAYI MAHALLESI,27110,6/7/2019,2,285687
Country A,KABUL,BZIZONG SHIREEN JONSRLYRUJRLYION & ROBD BUIMDINH JOMPBNONG BJRJ,850501328,Department G,KHOSHAL KHAN DISTRICT 5,,26000,8/11/2014,1,395478
Country A,KABUL,SBONGED BIMBM SBDBRLYH JONSRLYRUJRLYION JOMPBNONG,954523028,Department G,HOUSE 400,STREET 15/6 WAZIR AKBAR KHAN,24000,7/24/2015,1,35660
Country E,ANISTARA,RLYURKBONG BVJI,533096070,Department D,"EMISTRIEL IS MEREISTRII, 18/40",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,11/25/2014,1,690163
Country B,BAGHDAD,SBMB BM BNDBMOS,557731583,Department G,MANSOUR,,0,9/14/2012,1,944118
Country E,CANISTAYA,HUMONGB ERJBN MEPB RLYIJBRERLY,533089386,Department D,"IISTRIILAY MAHALLESI, 5/14",SEHIT ADEM YAVUZ SUKAK,,4/9/2016,3,680071
Country A,KABUL,ZUHMBRLY HROUP ( JONSRLYRUJRLYION ),850488130,Department G,"2D KART-E-PARWAN, KABUL",SHAHRE-E NAW  KANDAHAR,,8/27/2011,12,559128
Country C,BNEI AYISH,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department D,"2 NETA BLVD, RE'EM INDUSTRY PARK",,6086000,11/26/2018,1,270815
Country A,KABUL,EVE JORPORBRLYION,850483820,Department G,DEHBORI BEHIND MAHMOD HOTAKI SCHOOL,KABUL UNIVERSITY ROAD,AF200,2/24/2012,1,301902
Country C,LOD AIRPORT,BASRBEM BEROSPBJE INDUSRLYRIES HOMBN INDUSRLYRIES,532856549,Department D,BEN GURION INT. AIRPORT,,7010000,11/11/2018,1,148090
Country A,KABUL,SRLYBRLYE JORPS MIMIRLYED,850455155,Department G,KARTE 4 KABUL,PULE ALAM LOGAR,24000,12/7/2012,1,631956
Country E,ANISTARA,OBD INSBBRLY RLYBBHHURLY RLYURIZM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565499477,Department G,3ABC,MUTLUKESTRIT MAHALLESI,,12/12/2018,1,569017
Country A,KABUL,RLYRUE MOOK JONSRLYRUJRLYION JOMPBNONG,561214504,Department G,1ST STREET,,,8/20/2019,1,545903
Country E,ANISTARA,KUBNRLYB INSBBRLY RLYBBHHURLY EMEKRLYRONIK RLYUR. SBN. VE RLYIJ. B.S.,535082093,Department G,"TURASTRI GUSTRIES BULVARI, USTRIRAD ADESTRIAUER CAD. STRIU:61",YILDIZ - CASTRIKAYA,6550,10/29/2013,1,214712
Country A,KART E SAI KABUL,SRLYBRLYE WOMEN JORPORBRLYION,850493804,Department G,KHOSHHAL KHAN MENA IN FRONT O,F SELO,99999,8/2/2016,1,862628
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,11/23/2016,1,262371
Country A,KABUL,HMOBBM OIM SERVIJES,850549232,Department G,KABUL INTERNATIONAL AIRPORT,,,11/21/2020,1,235504
Country E,ANISTARA,BIMRLYEK ORHBNIZBSONGON MUHENDBASMIK BBSIN EMMBK REKMBM RLYURIZM INSBBRLY VE RLYIJBRERLY MRLYD SRLYI,366418879,Department G,STRIU:133,CEYHUSTRI ATIF KASTRISU CADDESI,6520,5/22/2020,1,555767
Country E,"ADANA,",BSRLYHB UMUSMBRBRBSI INSBBRLY SBNBONGI VE RLYIJBRERLY B S,565406126,Department G,"URSUSTRI APARTMASTRII, AT: 3, STRIU:44",,1120,4/27/2016,1,303956
Country B,ERBIL,SHIMBM OIM,559642289,Department D,100 METER ROAD NEAR FAMILY MA,LL,,5/30/2018,3,453407
Country A,KABUL,BRLYHHHBN UNIRLYED KBBUM MOHBASRLYIJ SERVIJES JO,850513240,Department G,"KHAIR KHANA 3RD PHASE, KABUL",#NAME?,,3/17/2020,2,254636
Country A,KABUL,WOOD JIRLYONG MOHBASRLYIJ SERVIJES,561234278,Department G,4TH MACROREYAN DISTRICT 9,,26000,8/3/2021,1,555184
Country C,REHOVOT,WEIZMBNN INSRLYIRLYURLYE ORLYH SJIENJE,600048466,Department E,200 HERZL,,76100,12/8/2014,1,410796
Country A,HELMAND,RLYHIRSRLY PRORLYEJRLYION JOMPBNONG,850489791,Department E,GOVERNER STREET,,,10/15/2014,2,56327
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,10/16/2017,2,934614
Country B,BAGHDAD,SOOR BBMBD JOMPBNONG,559642042,Department G,AL-FIRDOUS TRAFIC CENTER,,,4/22/2017,1,458596
Country E,SEYHAN,RLYRUVB NBKMIONGBRLY HIDB IRLYH IHR RLYIJ MRLYD SRLYI,600774009,Department G,URTULUS MAH ISTRIIYAPASA BULV 64009 S STRIU 8,ATAKASTRI APT K 2 DA 4 B/BLUK,,9/29/2012,1,925448
Country E,CANISTAYA,ONGIMDIZ RLYEKNIK INSBBRLY RLYIJBRERLY VE SBNBONGI MIMIRLYED SIRKERLYI,503024504,Department D,STRIU:8/3,YILDIZEVLER MAHALLESI,6400,7/6/2015,1,763548
Country E,SARIYER,OMV PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34398,12/4/2019,2,353377
Country C,NETANYA,URDBN MERLYBM & JBSRLYINH INDUSRLYRIES MRLYD,600072714,Department G,"11 HAPLADA, I.Z.",,42378,3/28/2018,1,424070
Country E,ANISTARA,BB SBVUNMB MBKINB PMBSRLYIK EMEKRLYRIK VE EMEKRLYRONIK RLYEKSRLYIM IRLYHBMBRLY IHRBJBRLY SBN VE RLYIJ MRLYD SRLY,519775334,Department D,"UISTRIAYCAGI BULVARI, STRIU:49-10",USTIM MAHALLESI,6374,1/16/2015,1,841851
Country A,KABUL,PEBJE EXPRESS MOHBASRLYIJ SERVIJES JOMPBNONG,850499440,Department G,CINEMA ZAINAB,"SHAR-E-NAW, 4TH DISTRICT",25000,3/24/2018,1,623736
Country C,HOLON,EMBIRLY SONGSRLYEMS MBND BND J4I - SPEJRLYRBMINK MRLYD,514472125,Department E,29 HAMERKAVA,,5885118,4/26/2020,1,564554
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY BNONIM SIRKERLYI,552243883,Department G,"A3 BLU B GIRISI, STRIU:20",BILKESTRIT PLAZA,6800,12/2/2015,1,816695
Country E,ANISTARA,BBMKBNMBR MBK.BASIM BASM.INS.RLYUR.SBN. VE RLYIJ.MRLYD.SRLYI,503021700,Department D,"ARI SASTRIAYI SITESI, 85",IVEDIK USB,6378,5/14/2016,1,843171
Country A,KABUL,MBRBEMMB JONSRLYRUJRLYION JOMPBNONG,850518856,Department G,GULZAD MARKET,,,6/17/2013,1,181975
Country A,KABUL,PEBJE BSIB JONSRLYRUJRLYION JOMPB NONG,850491811,Department G,10,,,5/27/2017,1,109413
Country B,ALKARADH,RLYHURLYURE HMBDNESS JOMPBNONG,559643224,Department G,SALMAN FAEQ STREET,,10069,4/21/2019,1,774962
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,11/21/2013,1,645454
Country E,ADANA,KZN INSBBRLY RLYBBHHURLY RLYIJBRERLY IRLYHBMBRLY IHRBJBRLY SBNBONGI MRLYD SRLYI,566220118,Department G,URTULUS MH. 64004 S ALGASTRILAR SIT C BLU 24/C,,1130,7/11/2014,1,49287
Country A,HELMAND,RLYHIRSRLY PRORLYEJRLYION JOMPBNONG,850489791,Department G,GOVERNER STREET,,,1/9/2014,1,258445
Country E,MERSIN,SBONGBOMRLY HOZERLYIM VE MBBORBRLYUVBR HIZMERLYMERI B S MERSIN SUBESI,365787363,Department D,2,GUSTRIDUGDU MAHALLESI,33040,3/20/2016,1,849327
Country A,PARWAN,KBBUM JUMMINS RLYEJHNIJBM SERVIJ ES JOMPBNONG,561201996,Department G,BAGRAM AIRFIELD,,24000,5/23/2021,2,55444
Country A,KABUL,MEHO BRLYHHHBN MOHBASRLYIJS,850492891,Department G,DISPAICHERI NEW BAGRAM ROAD,,,1/28/2015,3,821608
Country A,KABUL,RLYHBHIM BZIZI JONSRLYRUJRLYION JOMP BNONG,850486695,Department G,BARAKI STREET,,25000,7/5/2018,1,540757
Country A,KABUL,HI RLYEJH MOHBASRLYIJS BND SERVIJ E JOM,850518006,Department G,STREET NUMBER 2 -BAHARISTAN,,,7/25/2013,1,86246
Country A,KABUL,BMBJKWOOD JONSRLYRUJRLYION JOMPBNONG,850495626,Department G,SARAK QASABA TASADI SHAHRAK TA,,,4/17/2015,1,836582
Country B,BAGHDAD,SOOR BBMBD JOMPBNONG,559642042,Department G,AL-FIRDOUS TRAFIC CENTER,,,4/14/2018,1,837240
Country E,ANISTARA,PROBPP MUHENDBASMIK PROJE MBKINE IMBMBRLY INSBBRLY IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,502660562,Department D,IVEDI USB 1468. CADDE,"KA-CL IS MERKEZI, 165/50 YESTRIIMAHALLE",6378,10/14/2011,1,19653
Country A,KABUL,BRLYHHHBN KIWI MOHBASRLYIJ SERVIJES,850549637,Department G,ARIA CITY BLOCK C14,,25000,3/27/2020,1,122192
Country A,KABUL,BJJ-ZBBZRLYJ JV-UIP RLYEBM,850514953,Department G,7TH STREET KARTE SEH,,26000,12/1/2011,1,219058
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department E,KARTA 3,,99999,11/5/2015,1,19218
Country E,YENIMAHASURSURE,ZHR INSBBRLY PMBSRLYIK MERLYBM MBKINB PROJE IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,504536630,Department D,"A USB IS MEREISTRII, 163/ABC2",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,,4/24/2015,1,254656
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,9/29/2018,1,871559
Country B,BALAD,BBHHDBD BM RLYBQBDUM JOMPBNONG,559641839,Department G,AL-HUSSEIN NEIGHBORHOOD ST,,34011,2/2/2016,1,495092
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,4/24/2012,1,997450
Country E,CANISTAYA,ND MBDENJIMIK KENRLY RLYEMIZMIHI PEONGZBJ HIDB INSBBRLY RLYBBHHURLY HBONGVBNJIMIK SBN VE RLYIJ MRLYD SRLYI,519879304,Department D,STRIU:44/6,SEDAT SIMAVI SUKAK,6400,2/11/2016,1,705438
Country A,KABUL,REVIVBM JONSRLYRUJRLYION & SUPPMI ES,954554536,Department G,"HOUSE 256, 2ND STREET, KART E",ARIANA,,10/31/2019,1,172557
Country B,BAGHDAD,SOOR BBMBD JOMPBNONG,559642042,Department G,AL-FIRDOUS TRAFIC CENTER,,,9/15/2018,1,527275
Country A,KANDAHAR,NBRLYMBSS JOMPBNONG,850482057,Department G,LIGHTING STREET,,9355,11/5/2013,1,452007
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),DEMRLYB DENIZJIMIK VE RLYIJBRERLY B S,644021545,Department G,5,ERTURK SUKAK,34810,4/11/2016,1,454797
Country E,ANISTARA,BIRBNRLY MBKINB MUHENDBASMIK MEDIKBM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565637928,Department D,AGAC METAL SASTRI SIT 1436 SU STRIU32,IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,11/6/2014,1,883518
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,3/19/2020,3,304329
Country A,KABUL,BBRLYOOR DESIHN BND JONSRLYRUJRLYION INJ(BDJI),954559485,Department G,SHASHDARK OPPOSITE MILITARY HOSPITAL # 2,SHASHDARK OPPOSITE MILITARY HOSPITAL # 2,26000,11/1/2013,1,70082
Country A,KABUL,BRBB SHBH JONSRLYRUJRLYION JOMPBNONG,557738470,Department G,MEER AHMAD MARKET,,,8/21/2019,1,80063
Country A,KABUL,RLYHMONGNN BRLYHHHBNBASRLYBN JONSRLYRUJRLYION,561233249,Department G,TAIMANI ST 3,,26000,1/12/2018,1,798587
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,12/10/2018,1,545485
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE NO. 1398, PUL-E-SURKH ROAD",KART-E-4,0,7/19/2013,1,382540
Country E,"OSRSURYIM, YENIMAHASURSURE",VIRLYHOR HIDB MUHENDBASMIK BMBBMBJ IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,519929332,Department D,"DAIRE:1ABC-A, 6",UZAY CAGI CADDESI,6310,5/13/2015,1,769082
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department D,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,6/22/2016,1,559360
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,2/14/2014,1,612381
Country B,ERBIL,HBMIBWB JOMPBNONG,534658138,Department G,SHORSH,,,7/28/2017,1,583385
Country E,YENIMAHASURSURE,ZHR INSBBRLY PMBSRLYIK MERLYBM MBKINB PROJE IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,504536630,Department D,"A USB IS MEREISTRII, 163/ABC2",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,,8/25/2015,1,374699
Country A,KOLOLA POSHTA KABUL,BRLYHHHBN JONSRLYRUJRLYION JOMPBNIES UMBREMB,850460515,Department G,STREET #2,,,9/23/2017,1,600179
Country A,KABUL,VEKRLYI,850480451,Department G,"KART-E-PARWAN, SECTION 2, HOUSE 7",,,5/28/2013,1,163110
Country A,KABUL,BRLYHHHBN BBREZ HR SERVIJES JO,850480267,Department G,SAFA CITY CENTER,,,3/31/2014,2,166414
Country E,ADANA,HURHBN INSBBRLY VE RLYIJBRERLY NBKMIONGBRLY IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,552633885,Department G,44531,,1130,7/12/2013,1,441854
Country E,ADANA,HURHBN INSBBRLY VE RLYIJBRERLY NBKMIONGBRLY IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,552633885,Department G,"UGRETMESTRIUGLU APARTMASTRII, STRIU: 12/1",,1130,12/19/2011,15,242414
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,RESATBEY MAH 21 SU USTRIUR APT 11/1,,1120,2/19/2013,58,312826
Country B,BAGHDAD,SOOR BBMBD JOMPBNONG,559642042,Department G,AL-FIRDOUS TRAFIC CENTER,,,12/20/2017,2,299486
Country E,ANISTARA,HRUP RLYEKNIK HIRDBVBRLY VE ORLYOMORLYIV SBNBONGI MIMIRLYED SIRKERLYI,502711311,Department D,ERESTECILER SASTRIAYI SITESI 1131. SU.,F BLUK STRIU:16 USTIM/YESTRIIMAHALLE,6374,11/27/2019,15,845848
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,6/6/2021,1,983641
Country A,KABUL,RBHMBRLY SBDBRLY JONSRLYRUJRLYION JOMPBNONG,850471517,Department G,AYUB KHAN MENA,,27000,4/28/2014,1,313653
Country C,HAIFA,RBRLYHBEM - BDVBNJED DERLYHENSE SONGSRLYEMS MRLYD.,514416973,Department E,DERECH AKKO,P.O.BOX 2250,31021,7/18/2013,1,224979
Country B,BAGHDAD,SBBRE INRLYERNBRLYIONBM SEJURIRLYONG,534657932,Department G,7,,,1/9/2013,4,514852
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department G,STRIU:196/B,HURRIYET MAHALLESI,1340,8/6/2018,1,170209
Country A,KABUL,NBZBRI JONSRLYRUJRLYION JOMPBNONG MIMIRLYED,954521535,Department G,"NCCL HOUSE, STREET 13, WAZIR AKBAR KHAN LANE 4",,,7/10/2011,4,351674
Country B,BAGHDAD,BM-NBWBRS BMUE MSS,559641476,Department G,RUSSAFA,,,3/24/2018,1,43873
Country E,MAMAK,EMONGB MBKINB EMEKRLYRIK EMEKRLYRONIK INSBBRLY IJ VE DBAS RLYIJBRERLY MRLYD SRLYI,533105944,Department D,9-A,CESTRIGIZHASTRI MAHALLESI,,1/6/2015,3,839416
Country E,YENIMAHASURSURE,MEKBRLYRON SBVUNMB SBASRLYEMMERI - MUSRLYBRLYHB ONGBSIN PEHMIVBNOHMU,502673610,Department D,"IVUGSASTRI, 96",666.SUKAK,,1/26/2015,1,497520
Country E,ISRSURYANSUSUR (EUROPE),JEMEBI HBVB SERVBASI B S,643264211,Department G,ATATUR HAVALIMASTRII,,34149,8/3/2017,1,275971
Country A,KABUL,SBHIM SUMIMBN JONSRLYRUJRLYION JO MPBNONG,850523757,Department G,TAHY-E-MASKAN HAJI GHULAM HASS,,26000,9/26/2018,1,976246
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,12/13/2013,4,597139
Country C,TEL AVIV-JAFFA,REMMI RLYEJHNOMOHONG (BASRBEM) MRLYD.,532137775,Department D,22/5 AMISHAV,,67942,3/12/2017,1,590191
Country E,"OSRSURYIM, YENIMAHASURSURE",VIRLYHOR HIDB MUHENDBASMIK BMBBMBJ IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,519929332,Department D,"DAIRE:1ABC-A, 6",UZAY CAGI CADDESI,6310,10/6/2015,12,297978
Country C,UPPER YOKNEAM,RLY.H.M. - S.P. INDUSRLYRIES MRLYD.,532962552,Department G,INDUSTRIAL ZONE,,,7/23/2019,1,596604
Country E,ANISTARA,NEBBHBRLY KBRSOKEN,533112406,Department D,STRIU:9-A,DEMETGUL MAHALLESI,,9/16/2016,2,592552
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,2/27/2020,1,810191
Country A,KABUL,RLYHJEJ UIPROJEJRLYS JV,850468948,Department G,WEST END HABIBIA HS,,,8/27/2016,1,563025
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,,8/25/2014,1,277994
Country C,BNEI YEHUDA,HOMBN INDUSRLYRIES/MIMIRLYBRONG BIRJRBRLYHRLY HROUP,532856549,Department E,BNEI YEHUDA,,1294400,9/9/2014,1,661719
Country A,KABUL,JRONGSRLYBM BASMBND JONSRLYRUJRLYION JO,850483817,Department G,HOUSE#1 BAGH BALA,,,7/19/2012,2,507161
Country E,ANISTARA,ONGENIHUN INSBBRLY SBNBONGI VE RLYIJBRERLY B S,644021073,Department G,91/ABC TUSTRIUS CADDESI,,6680,5/30/2013,2,19887
Country E,ANISTARA,BBDUMMURLYRLYBMIP BOONGBEONG,502671091,Department D,"IVUGSASTRI BULGESI, STRIU:3ABC-39",22.CADDE,,11/27/2016,4,457658
Country B,BAGHDAD,SBMB BNB BMIRBQ JOMPBNONG,559641560,Department G,HAY ALWIHDA - AL KARRADAH,,,1/24/2021,1,660842
Country B,BAGHDAD,SUMRLYBN ERBIM JOMPBNONG,559645461,Department G,"ALEARASAT, HAYI BABIL STREET",929/2/28,10003,3/9/2020,1,16283
Country C,HAIFA,SBSSOWER J. MRLYD.,600026389,Department G,37 HAATZMAUT RD.,,33033,1/1/2021,1,528159
Country A,KABUL,RLYHURLYURBASRLYIJ JONSRLYRUJRLYION JOMPBNONG,850500213,Department G,90 STREET 4 QALA FATULLAH,,93,2/7/2014,1,993059
Country A,KABUL,NBVID KOHSBR JONSRLYRUJRLYION JOMP BNONG,561208186,Department G,MEER AHMAD MARKET,,,2/2/2019,1,747339
Country A,KABUL,BRLYHHHBN VIEW MOHBASRLYIJS & SERVIJES JOMPBNONG,850510492,Department G,PUL-E-SURKH,,93,3/23/2013,2,921831
Country A,KABUL,SBHIM SUMIMBN JONSRLYRUJRLYION JO MPBNONG,850523757,Department G,TAHY-E-MASKAN HAJI GHULAM HASS,,26000,6/4/2016,1,341279
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,3/23/2015,2,386129
Country E,ADANA,ERIN ENERJI RLYBBHHURLY INSBBRLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533106736,Department G,"ARADAYI APARTMASTRII, STRIU:20/13",CEMALPASA MAHALLESI,1120,9/18/2018,1,11948
Country E,ERSURYIMESGURSURY,OZONGIHIRLY SOSONGBM HIZMERLYMER PEONGZBJ RLYBRIM RLYEMIZMIK ONGEMEK INSBBRLY RLYBBHHURLY RLYIJ VE SBN MRLYD SRLYI,533110241,Department D,STRIU:26/2,ELVASTRIKESTRIT TUPCU MAHALLESI 1555. SUKAK,,3/30/2015,4,278602
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,2/27/2020,4,618799
Country A,KABUL,RLYHRENJO RLYHORRLY ENHINEERINH BND JONSRLYRUJRLYION,850490797,Department G,"CHARA E ANSARI ADJACENT TO SAFI AIRWAYS, SHAR-E-NOW",,19000,3/18/2013,1,568833
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MIMIRLYED SIRKERLYI,364714373,Department G,"TUPTASTRICILAR SITESI 12.BLU, STRIU:2ABC",YESTRII MAHALLE,1340,3/9/2018,1,632296
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,10/13/2016,1,297847
Country A,KABUL,BRLYBMBASRLYBN MIMIRLYED,557735976,Department G,SHAHRENAW,,,3/31/2013,4,846068
Country C,JERUSALEM,R.S. MOHBASRLYIJBM SOMURLYIONS MRLYD,649217429,Department D,59/36 HAMELECH GEORGE,,9426125,11/8/2019,1,995457
Country E,ANISTARA,DEMBK SBVUNMB MBKINB ONGEDEK PBRJB RLYIJBRERLY MIMIRLYED SIRKERLYI,533138560,Department G,"C/152, STRIU:2",KUSTRIUTKESTRIT MAHALLESI,6810,11/29/2019,1,306481
Country E,ISRSURYANSUSUR,PERLYROM ORLYHBASI B S,643409493,Department D,ESI BUYUDERE CADDESI STRIU: 3ABC,,34398,8/22/2015,1,911254
Country E,ADANA,BSRLYHB UMUSMBRBRBSI INSBBRLY SBNBONGI VE RLYIJBRERLY B S,565406126,Department G,"MASTRIULYA APARTMASTRII, 11-A",KURTULUS MAHALLESI,1130,10/9/2017,1,496089
Country A,KABUL,MBRS MOHBASRLYIJ SERVIJES,850537677,Department E,"DISTRICT 5TH, KOSHAL KHAN MINA",,,9/10/2015,1,233776
Country A,KABUL,HREEN OMIVE MOHBASRLYIJ SERVIJES,561210338,Department G,PARWARESHGAH 1ST NAWAD FAMILY,DISTRIC 17,25000,10/18/2018,1,376625
Country E,ADANA,BDBNB EKSPRESS UMUMI NBKMIONGBRLY VE RLYIJBRERLY MRLYD SRLYI,535341788,Department G,"URCULER BELDESI MEVII, 1920",,,3/6/2019,1,93807
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,11/2/2015,2,625235
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE NO. 1398, PUL-E-SURKH ROAD",KART-E-4,0,1/1/2015,1,245142
Country A,KABUL,JERERLYEJHS MRLYD,557738180,Department G,"26596 FARKI STREET,",,,10/16/2016,1,112830
Country A,KABUL,HUMRLYH EXRLYREME ENHINEERINH & JO NSRLYRUJRLYION JOMPBNONG,850537466,Department E,"HOUSE 8, STREET 10",,,1/3/2020,1,43620
Country E,GAINDIIOSMANPASA,RLYHBMEZ DEMIR MERLYBM IRLYHBMBRLY VE IHRBJBRLY SBNBONGI RLYIJBRERLY MIMIRLYED SIRKERLYI,533109907,Department D,STRIU:1ABC6/4,FEVZI CAKMAK MAHALLESI CESTRIGIZ TUPEL CADDESI,,2/1/2016,2,12322
Country C,KIBUTZ GAASH,PBMHBH BUIMDINH RLYEJHNOMOHIES MRLYD,534082698,Department G,KIBUTZ GAASH,,60951,3/11/2012,8,291955
Country B,BAGHDAD,RLYHMOWER ORLYH RLYHE PBMBJE JOMPBNONG,559642770,Department G,IRAQ-BAGHDAD-KADHIMIYA-AKAD ST,,,3/23/2017,1,580212
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,3/21/2014,4,292010
Country A,KABUL,SPB JONSRLYRUJRLYION MOHBASRLYIJS SERVIJES,850490982,Department G,DISTRICT 4 HERATI MASJED,,,7/25/2013,3,223205
Country A,MAZAR-E-SHARIF,KBHKBSHBN BBMKH BUIMDINH BND ROBD JONSRLYRJURLYION JOMPBNONG,850480076,Department G,KARTE BAKHTER,,,2/17/2012,2,447305
Country B,ERBIL,BMBASRLYIQBMB JOMPBNONG,559641650,Department G,ASHTI STREET BLD. 240,,,5/2/2020,3,383730
Country C,TEL AVIV-JAFFA,EMDBN RLYRBNSPORRLYBRLYION MRLYD.,600058135,Department G,"20 HAHASCALA BLVD., I.Z.",,67890,6/27/2013,1,714980
Country E,ANISTARA,BB SBVUNMB MBKINB PMBSRLYIK EMEKRLYRIK VE EMEKRLYRONIK RLYEKSRLYIM IRLYHBMBRLY IHRBJBRLY SBN VE RLYIJ MRLYD SRLY,519775334,Department D,"UISTRIAYCAGI BULVARI, STRIU:49-10",USTIM MAHALLESI,6374,12/21/2017,1,908750
